MeV,barns
0.000292018,12.1063
0.00029236,12.4209
0.000292472,12.4531
0.000292579,12.4126
0.000292687,12.3093
0.000292847,12.0752
0.000293062,11.7224
0.000293158,11.5998
0.000293247,11.5384
0.000293292,11.5314
0.000293394,11.5791
0.000293654,11.8709
0.000293746,11.9104
0.00029386,11.8682
0.000294022,11.6864
0.000294486,11.0753
0.000294831,10.6584
0.000294949,10.5562
0.000295067,10.5108
0.000295087,10.5099
0.000295223,10.5515
0.000295441,10.6701
0.000295492,10.6787
0.00029572,10.6436
0.000295814,10.6853
0.000295895,10.7937
0.000295984,10.9908
0.000296162,11.4562
0.00029622,11.5694
0.000296291,11.6518
0.000296344,11.6707
0.000296433,11.6271
0.000296539,11.4827
0.000296844,10.9138
0.000296957,10.7603
0.000297054,10.6937
0.000297107,10.6855
0.00029724,10.7354
0.000297387,10.8004
0.00029739,10.8005
0.000297476,10.7689
0.000297556,10.6684
0.000297648,10.4732
0.000297773,10.1534
0.000297836,10.0378
0.000297875,10.0113
0.000297915,10.0408
0.000297949,10.1218
0.000297982,10.267
0.000298015,10.4884
0.000298042,10.7311
0.000298073,11.0869
0.000298104,11.532
0.000298136,12.0978
0.000298169,12.7831
0.000298202,13.5727
0.000298233,14.411
0.000298264,15.3218
0.000298321,17.1013
0.00029839,19.276
0.000298433,20.5586
0.000298467,21.4166
0.000298501,22.1572
0.000298529,22.6405
0.000298562,23.0452
0.000298594,23.2742
0.000298625,23.335
0.000298659,23.2248
0.000298691,22.9731
0.000298719,22.6306
0.000298761,21.9839
0.000298804,21.189
0.000298947,18.2207
0.000299003,17.1968
0.000299048,16.4689
0.000299093,15.839
0.000299143,15.2475
0.000299186,14.8285
0.000299237,14.3993
0.000299289,14.0447
0.000299367,13.6166
0.000299445,13.2769
0.000299549,12.9157
0.000299652,12.6266
0.000299808,12.2849
0.000299953,12.0408
0.000300109,11.8554
0.000300269,11.754
0.000300414,11.7317
0.000300586,11.7388
0.000300788,11.6993
0.000300984,11.5647
0.000301324,11.2473
0.000301466,11.1838
0.000301513,11.1801
0.000301815,11.2418
0.000301933,11.2065
0.000302022,11.1348
0.000302339,10.7483
0.000302433,10.6877
0.000302469,10.6817
0.000302551,10.7095
0.000302648,10.8146
0.000302916,11.283
0.000303037,11.4305
0.000303162,11.5021
0.000303276,11.5182
0.000303494,11.4819
0.000303619,11.4176
0.000303762,11.2879
0.000303914,11.083
0.000304275,10.4764
0.00030437,10.367
0.00030448,10.3111
0.000304499,10.3102
0.000304608,10.354
0.000304729,10.4865
0.000304901,10.7734
0.000305158,11.2383
0.000305357,11.507
0.000305576,11.719
0.000305718,11.7907
0.000305773,11.7969
0.000305925,11.7505
0.000306098,11.6129
0.000307032,10.707
0.000307254,10.5547
0.000307405,10.5171
0.000307572,10.56
0.000307803,10.6638
0.00030785,10.6684
0.000307945,10.6451
0.000308037,10.5758
0.000308196,10.3704
0.000308318,10.1982
0.000308396,10.1377
0.000308416,10.1347
0.000308468,10.1628
0.000308514,10.24
0.000308553,10.3572
0.000308604,10.5864
0.000308645,10.8382
0.000308686,11.1508
0.000308734,11.5856
0.000308795,12.2287
0.000308906,13.4502
0.000308962,13.9729
0.000309006,14.3059
0.000309051,14.5355
0.000309089,14.6475
0.00030912,14.6763
0.000309161,14.6361
0.000309202,14.5151
0.000309245,14.3147
0.000309311,13.9009
0.000309476,12.7461
0.000309547,12.3222
0.000309615,11.9916
0.000309686,11.7157
0.00030978,11.4409
0.000309903,11.1845
0.000310056,10.9538
0.000310231,10.7714
0.000310575,10.5193
0.000310794,10.2621
0.000310947,10.0965
0.000311051,10.0449
0.000311086,10.0424
0.000311219,10.0925
0.000311408,10.2023
0.000311447,10.2084
0.00031154,10.1808
0.000311645,10.0784
0.000311805,9.82056
0.000311971,9.54002
0.00031207,9.41481
0.000312173,9.34351
0.000312229,9.33235
0.000312349,9.36574
0.000312594,9.54125
0.000312672,9.63618
0.00031273,9.75345
0.000312785,9.93094
0.000312828,10.1255
0.000312864,10.3316
0.0003129,10.5809
0.000312936,10.8824
0.000312973,11.2265
0.000313026,11.7939
0.000313154,13.2312
0.00031321,13.7733
0.000313252,14.1038
0.000313298,14.3575
0.000313337,14.4821
0.000313383,14.5205
0.000313424,14.4626
0.000313464,14.3339
0.000313525,14.0346
0.000313631,13.3579
0.000313745,12.6118
0.000313832,12.1162
0.000313947,11.558
0.00031413,10.7797
0.000314389,9.75557
0.00031448,9.43839
0.000314547,9.24955
0.000314609,9.13564
0.000314651,9.10263
0.000314665,9.10117
0.000314709,9.13054
0.000314755,9.22239
0.000314794,9.35156
0.000314838,9.55871
0.000314883,9.82289
0.000314943,10.2449
0.000315084,11.3293
0.000315136,11.6747
0.00031518,11.908
0.000315224,12.0908
0.000315269,12.2132
0.000315326,12.2907
0.00031537,12.3053
0.000315533,12.2582
0.000315621,12.3083
0.000315728,12.4793
0.00031591,12.8408
0.000316024,12.9858
0.00031615,13.0493
0.000316166,13.0505
0.000316283,13.0084
0.0003164,12.8625
0.000316484,12.6898
0.00031661,12.3441
0.000316819,11.6971
0.00031693,11.4175
0.000317028,11.2475
0.000317127,11.1649
0.000317174,11.1544
0.000317299,11.1979
0.000317666,11.5209
0.00031776,11.5505
0.000317862,11.5141
0.000317972,11.3886
0.000318134,11.0929
0.000318313,10.7613
0.000318459,10.5629
0.000318642,10.4087
0.00031891,10.2224
0.000319168,9.9512
0.000319262,9.90196
0.000319272,9.9016
0.000319336,9.92939
0.0003194,10.0162
0.000319468,10.1782
0.000319552,10.4635
0.000319719,11.129
0.000319798,11.3781
0.000319864,11.5081
0.000319929,11.5601
0.000319937,11.5611
0.000319995,11.5373
0.00032006,11.4531
0.000320163,11.2344
0.000320446,10.5244
0.000320625,10.1469
0.000320851,9.75359
0.000321422,8.92562
0.000321712,8.4937
0.000321928,8.23777
0.000322042,8.14323
0.000322102,8.1266
0.000322161,8.15043
0.000322217,8.22707
0.000322269,8.35516
0.000322312,8.507
0.00032237,8.77742
0.000322425,9.09726
0.000322598,10.2603
0.000322656,10.5854
0.000322712,10.8235
0.000322755,10.9483
0.0003228,11.0205
0.000322847,11.0358
0.000322895,10.9952
0.000322943,10.9103
0.000323123,10.4523
0.000323186,10.3495
0.000323225,10.3296
0.000323274,10.3658
0.000323314,10.4546
0.000323354,10.6024
0.000323394,10.8116
0.000323441,11.1343
0.000323486,11.513
0.00032355,12.1367
0.000323661,13.2862
0.00032372,13.8088
0.000323769,14.157
0.000323819,14.4086
0.000323869,14.5668
0.000323929,14.6545
0.000324077,14.7094
0.000324153,14.8313
0.000324242,15.1011
0.00032435,15.4708
0.000324403,15.5845
0.000324449,15.6131
0.000324495,15.5656
0.000324541,15.439
0.000324602,15.1565
0.000324665,14.7545
0.000324834,13.5226
0.000324903,13.1012
0.000324969,12.799
0.000325021,12.6312
0.000325084,12.5186
0.000325148,12.4848
0.000325268,12.549
0.000325395,12.6156
0.000325409,12.616
0.000325598,12.5553
0.000325645,12.5752
0.000325707,12.6708
0.000325759,12.8279
0.000325825,13.1255
0.000325912,13.6471
0.000326017,14.3038
0.000326072,14.5721
0.000326125,14.7376
0.000326177,14.7972
0.00032623,14.7458
0.000326277,14.6087
0.000326312,14.4622
0.000326381,14.0763
0.000326554,12.9191
0.000326606,12.6212
0.000326657,12.3881
0.000326709,12.2424
0.000326752,12.2025
0.000326796,12.248
0.000326828,12.3442
0.000326872,12.5596
0.000326903,12.7666
0.000326937,13.0563
0.000326972,13.3983
0.000327024,13.9894
0.000327155,15.62
0.000327211,16.2106
0.000327257,16.5879
0.000327297,16.8106
0.000327339,16.9306
0.00032736,16.9469
0.000327395,16.9109
0.000327436,16.7707
0.000327478,16.5389
0.000327519,16.2454
0.000327598,15.5427
0.000327737,14.2407
0.000327821,13.5717
0.000327896,13.0766
0.000327966,12.7033
0.000328048,12.3492
0.000328154,11.9922
0.000328296,11.6145
0.000328444,11.2901
0.000328581,11.0544
0.000328676,10.9615
0.000328732,10.9486
0.000328815,11.0013
0.000328899,11.1454
0.000328975,11.345
0.000329175,11.9732
0.000329261,12.1696
0.000329321,12.2462
0.00032938,12.2692
0.00032947,12.2088
0.000329559,12.0578
0.000329724,11.6587
0.000329891,11.2495
0.000330013,11.0137
0.000330131,10.8681
0.000330239,10.8139
0.000330257,10.8123
0.000330374,10.8486
0.000330693,11.1291
0.000330814,11.1774
0.000330922,11.1508
0.000331018,11.0699
0.000331113,10.942
0.00033124,10.7167
0.000331456,10.2504
0.0003317,9.64551
0.000331915,9.08067
0.000332011,8.87427
0.000332077,8.77747
0.000332143,8.73599
0.000332154,8.7355
0.000332212,8.76702
0.000332265,8.84855
0.000332318,8.98362
0.000332369,9.17097
0.000332419,9.4064
0.000332476,9.7416
0.000332521,10.0784
0.000332562,10.4422
0.000332602,10.853
0.000332637,11.2772
0.000332672,11.7633
0.000332707,12.3162
0.000332741,12.9054
0.000332774,13.556
0.000332809,14.3023
0.000332862,15.5166
0.000332972,18.1732
0.000333022,19.2543
0.000333064,20.0279
0.000333102,20.5731
0.000333135,20.9181
0.000333172,21.1334
0.000333198,21.182
0.000333223,21.1444
0.00033325,21.0138
0.00033329,20.6667
0.000333332,20.1277
0.000333374,19.4491
0.00033343,18.4039
0.000333541,16.2534
0.000333593,15.3344
0.000333631,14.7507
0.000333667,14.2625
0.000333705,13.8374
0.000333747,13.4645
0.000333791,13.1825
0.000333821,13.051
0.000333856,12.9558
0.000333905,12.9135
0.00033395,12.954
0.000334001,13.0685
0.000334093,13.3883
0.000334192,13.7528
0.000334255,13.9299
0.000334323,14.043
0.000334358,14.065
0.000334427,14.0358
0.000334497,13.9193
0.000334602,13.6256
0.000334898,12.587
0.000335018,12.2346
0.000335162,11.9045
0.000335357,11.5767
0.000335585,11.2108
0.000335755,10.8743
0.000335968,10.4343
0.000336063,10.2875
0.000336148,10.2219
0.000336175,10.2184
0.00033624,10.251
0.000336309,10.3563
0.000336358,10.4767
0.000336422,10.6883
0.000336505,11.0388
0.000336693,11.9297
0.000336752,12.1635
0.000336811,12.3489
0.000336884,12.4992
0.000336958,12.5593
0.000336973,12.5607
0.000337061,12.5047
0.000337154,12.3519
0.000337331,11.9336
0.000337718,10.9742
0.000337891,10.6018
0.000338001,10.4243
0.000338103,10.3241
0.000338219,10.2886
0.000338422,10.3212
0.000338526,10.2989
0.000338622,10.2201
0.00033874,10.0479
0.000339245,9.06489
0.000339345,8.91188
0.000339415,8.86147
0.000339466,8.88057
0.000339505,8.94016
0.000339544,9.04911
0.000339581,9.21169
0.000339617,9.42419
0.000339645,9.63661
0.000339673,9.89092
0.000339702,10.1887
0.00033973,10.5304
0.000339772,11.1241
0.000339806,11.6649
0.000339848,12.4122
0.000339904,13.5002
0.000340014,15.6949
0.000340056,16.4718
0.000340104,17.2485
0.000340148,17.8304
0.000340189,18.2469
0.000340231,18.5374
0.000340273,18.6832
0.000340294,18.7033
0.000340329,18.6636
0.000340372,18.5064
0.000340423,18.1847
0.000340472,17.7689
0.000340579,16.6973
0.000340689,15.5992
0.00034076,14.9749
0.000340818,14.5254
0.00034089,14.0418
0.000340986,13.5049
0.000341082,13.0569
0.00034119,12.6259
0.000341352,12.0714
0.000341627,11.252
0.000341748,10.9441
0.000341829,10.7932
0.000341899,10.7252
0.00034193,10.717
0.000341999,10.7525
0.000342079,10.8821
0.000342279,11.3692
0.000342348,11.469
0.000342393,11.4896
0.00034246,11.4479
0.000342537,11.3082
0.000342673,10.9809
0.000342728,10.8963
0.000342764,10.8763
0.000342819,10.9156
0.000342868,11.0287
0.000342917,11.2149
0.000342979,11.5346
0.000343133,12.493
0.000343195,12.7954
0.000343249,12.9761
0.000343308,13.0721
0.000343346,13.0858
0.00034345,13.0443
0.000343496,13.0598
0.000343541,13.1452
0.000343585,13.3247
0.000343614,13.5089
0.000343644,13.7504
0.000343677,14.0982
0.000343715,14.5797
0.00034376,15.2851
0.000343805,16.0721
0.000343924,18.3469
0.000343978,19.2541
0.000344022,19.8742
0.000344063,20.2999
0.000344101,20.5502
0.000344141,20.6671
0.000344152,20.6714
0.000344189,20.604
0.000344233,20.3694
0.000344277,19.9928
0.000344321,19.5072
0.000344409,18.3501
0.000344509,17.0007
0.000344585,16.0985
0.000344639,15.5396
0.000344698,15.0193
0.000344753,14.6016
0.000344833,14.1135
0.000344921,13.6784
0.000345006,13.3287
0.000345135,12.8913
0.000345281,12.4906
0.000345407,12.228
0.000345554,12.0138
0.000345829,11.7012
0.000345919,11.5599
0.000346036,11.3202
0.000346204,10.8844
0.000346364,10.4501
0.00034644,10.2972
0.000346507,10.2303
0.000346525,10.2277
0.000346579,10.2663
0.000346626,10.3679
0.000346673,10.5408
0.000346721,10.7883
0.000346768,11.1088
0.000346816,11.4946
0.000346886,12.1515
0.000347012,13.3903
0.000347066,13.8517
0.000347117,14.2122
0.000347168,14.4638
0.000347218,14.6135
0.000347258,14.6599
0.000347316,14.6198
0.000347381,14.4496
0.000347452,14.1561
0.000347651,13.1394
0.000347741,12.7526
0.000347818,12.5147
0.00034787,12.4105
0.000347937,12.3569
0.000348006,12.3918
0.000348088,12.5394
0.000348291,13.0791
0.000348372,13.2106
0.000348429,13.2409
0.000348489,13.212
0.000348557,13.1101
0.000348642,12.9072
0.000348827,12.3707
0.000348932,12.1164
0.000349029,11.9518
0.000349127,11.8646
0.000349199,11.8474
0.000349361,11.9046
0.000349542,11.9791
0.000349557,11.98
0.000349662,11.9518
0.000349772,11.8563
0.000349941,11.613
0.000350224,11.165
0.000350364,11.0105
0.000350466,10.9528
0.0003505,10.9466
0.000350609,10.9755
0.00035073,11.0905
0.000350956,11.3738
0.000351055,11.4335
0.00035109,11.4389
0.000351303,11.3967
0.000351398,11.4455
0.000351461,11.5369
0.000351548,11.7443
0.000351741,12.3276
0.000351821,12.4858
0.000351882,12.5325
0.000351894,12.5333
0.00035196,12.4866
0.000352023,12.3688
0.000352068,12.2492
0.000352184,11.8594
0.000352309,11.4275
0.000352368,11.2628
0.000352428,11.1457
0.000352492,11.0854
0.000352511,11.0814
0.000352572,11.1132
0.000352644,11.2334
0.000352727,11.4617
0.000352922,12.1011
0.000353001,12.2948
0.000353094,12.4338
0.000353189,12.4968
0.000353468,12.5255
0.000353617,12.494
0.000353736,12.3939
0.000353817,12.2793
0.000353972,11.9827
0.000354628,10.5258
0.000354755,10.2863
0.000354832,10.1888
0.000354912,10.1516
0.000354981,10.1863
0.000355046,10.2809
0.000355123,10.4661
0.000355233,10.8276
0.000355366,11.2878
0.000355479,11.5936
0.000355636,11.9559
0.000355715,12.2137
0.000355767,12.4471
0.00035582,12.7361
0.000355893,13.2223
0.000356037,14.2526
0.000356093,14.5913
0.000356152,14.8447
0.000356194,14.9556
0.000356241,15.0044
0.000356302,14.9557
0.000356354,14.8274
0.000356425,14.5598
0.000356617,13.6797
0.00035672,13.2927
0.000356802,13.0553
0.000356884,12.8736
0.000357037,12.6364
0.000357263,12.4065
0.000358243,11.7328
0.000358536,11.4545
0.000358908,11.0029
0.000359141,10.7077
0.000359237,10.6323
0.000359303,10.6158
0.000359395,10.6549
0.000359487,10.7668
0.000359716,11.1637
0.000359803,11.2476
0.000359859,11.263
0.000359961,11.2213
0.000360146,11.0879
0.000360193,11.08
0.000360297,11.1273
0.000360527,11.3843
0.000360622,11.4232
0.000360709,11.3824
0.000360809,11.2491
0.00036104,10.8226
0.00036113,10.7277
0.000361174,10.7167
0.000361231,10.7448
0.000361291,10.8302
0.000361349,10.9635
0.000361436,11.2488
0.000361623,11.9728
0.000361702,12.2124
0.000361762,12.3396
0.000361823,12.4112
0.000361883,12.4292
0.000361973,12.3746
0.000362247,12.0269
0.000362378,11.9496
0.000362675,11.9064
0.000362834,11.7961
0.000363068,11.5163
0.00036352,10.9242
0.000363778,10.6557
0.000363942,10.5463
0.000364017,10.5298
0.00036411,10.5561
0.000364201,10.6461
0.000364296,10.807
0.000364515,11.273
0.000364612,11.4025
0.000364708,11.445
0.000364929,11.3954
0.000365023,11.4327
0.000365127,11.558
0.000365317,11.928
0.000365479,12.2177
0.000365629,12.394
0.000365806,12.5052
0.000365951,12.5362
0.000366102,12.4931
0.000366242,12.3629
0.000366402,12.1218
0.00036661,11.7899
0.00036671,11.6809
0.000366842,11.6154
0.000366896,11.6105
0.000367101,11.6267
0.000367248,11.5927
0.000367434,11.4607
0.000368131,10.7806
0.000368345,10.6395
0.000368509,10.6011
0.000368693,10.6386
0.0003689,10.6953
0.000369004,10.6678
0.00036909,10.5948
0.000369205,10.423
0.000369372,10.0674
0.000369522,9.74942
0.000369589,9.64661
0.000369664,9.5882
0.000369684,9.58556
0.000369742,9.61629
0.000369793,9.69938
0.000369846,9.85203
0.000369899,10.0767
0.000369945,10.3422
0.000369996,10.714
0.000370047,11.1542
0.000370106,11.7594
0.000370277,13.6937
0.000370335,14.2699
0.000370386,14.6798
0.000370428,14.9234
0.00037047,15.08
0.000370515,15.1482
0.000370522,15.1492
0.000370552,15.1261
0.000370598,15.008
0.000370643,14.813
0.000370692,14.5243
0.000370773,13.9484
0.000370881,13.1474
0.000370956,12.6597
0.000371021,12.3253
0.000371086,12.0794
0.000371151,11.9211
0.000371215,11.8413
0.000371268,11.8235
0.00037139,11.881
0.000371535,11.9628
0.000371556,11.9645
0.000371651,11.9207
0.000371745,11.789
0.000371873,11.5007
0.000372024,11.1304
0.000372108,10.9976
0.000372166,10.9692
0.000372226,11.0121
0.000372273,11.1014
0.000372336,11.3043
0.000372393,11.5632
0.000372479,12.0429
0.000372596,12.7168
0.000372663,13.0183
0.000372715,13.1743
0.000372774,13.2603
0.000372798,13.267
0.000372857,13.2216
0.00037293,13.0737
0.000373065,12.7199
0.000373142,12.5826
0.000373218,12.5326
0.000373225,12.5324
0.000373319,12.5894
0.0003735,12.8097
0.000373598,12.857
0.000373695,12.8134
0.000373813,12.6588
0.000374168,12.0045
0.000374345,11.7318
0.000374534,11.512
0.000374717,11.3798
0.000375122,11.2051
0.000375684,10.7918
0.000376584,10.2488
0.000376796,10.054
0.000377141,9.6279
0.000377239,9.54275
0.000377335,9.51341
0.000377424,9.55084
0.000377505,9.64715
0.000377597,9.82159
0.000377853,10.4461
0.000377951,10.6114
0.000378044,10.6829
0.000378075,10.6868
0.000378165,10.6453
0.000378272,10.5107
0.000378395,10.2795
0.000378574,9.85538
0.000378778,9.28833
0.000378936,8.8391
0.000379032,8.61125
0.000379108,8.48332
0.000379177,8.4257
0.000379203,8.42125
0.000379263,8.45127
0.000379315,8.52434
0.000379369,8.64905
0.000379434,8.85845
0.000379498,9.13127
0.000379565,9.48012
0.00037964,9.94423
0.000379713,10.4731
0.000379771,10.9426
0.000379846,11.6392
0.000379913,12.3368
0.000380071,14.0702
0.000380139,14.7376
0.000380196,15.194
0.000380244,15.4806
0.000380289,15.6532
0.000380335,15.7231
0.000380341,15.7244
0.000380379,15.6891
0.000380424,15.5609
0.000380471,15.3299
0.000380529,14.9468
0.000380603,14.3407
0.000380769,12.8622
0.000380834,12.3398
0.0003809,11.8895
0.000380963,11.5415
0.000381004,11.3669
0.000381045,11.2401
0.000381087,11.1667
0.000381125,11.1516
0.000381163,11.1926
0.000381202,11.2935
0.00038124,11.4569
0.000381285,11.7295
0.00038133,12.0854
0.000381384,12.6088
0.000381458,13.4442
0.000381568,14.7312
0.000381628,15.3273
0.000381678,15.7188
0.000381719,15.9474
0.000381752,16.0611
0.000381794,16.1225
0.000381843,16.0723
0.000381892,15.9064
0.000381948,15.6046
0.00038202,15.0874
0.000382193,13.6778
0.000382285,13.0195
0.000382373,12.4945
0.000382463,12.0485
0.000382562,11.6477
0.000382654,11.3445
0.00038274,11.1251
0.000382806,11.007
0.000382882,10.9403
0.0003829,10.9373
0.000382967,10.9757
0.000383033,11.0938
0.00038308,11.2273
0.00038316,11.5385
0.00038326,12.036
0.000383393,12.7239
0.000383471,13.0422
0.000383522,13.1905
0.000383576,13.2865
0.00038363,13.319
0.000383684,13.291
0.000383765,13.153
0.000383873,12.8504
0.000384043,12.3272
0.000384126,12.1339
0.000384206,12.0157
0.000384302,11.9572
0.000384334,11.9545
0.000384589,12.0142
0.00038471,11.9735
0.000385064,11.6654
0.00038544,11.4847
0.000385572,11.3683
0.000385756,11.1269
0.000386006,10.7032
0.00038619,10.3396
0.000386388,9.89495
0.000386618,9.3561
0.000386717,9.18197
0.000386776,9.12172
0.000386816,9.10872
0.000386873,9.14066
0.000386927,9.23832
0.000386976,9.39352
0.000387025,9.62119
0.000387067,9.88167
0.000387118,10.2778
0.000387171,10.7856
0.000387225,11.374
0.000387315,12.4683
0.000387409,13.6297
0.000387461,14.1908
0.000387515,14.6726
0.000387551,14.9252
0.000387586,15.1168
0.000387622,15.2455
0.000387676,15.3224
0.000387729,15.2722
0.000387783,15.1182
0.000387864,14.761
0.000387997,14.1048
0.000388061,13.8579
0.000388128,13.683
0.000388194,13.5914
0.000388261,13.5667
0.000388478,13.6275
0.000388616,13.5706
0.000389076,13.1388
0.000389199,12.9518
0.000389362,12.6151
0.000389612,12.0775
0.000389832,11.7087
0.000390117,11.3315
0.000390403,11.0194
0.000390719,10.7773
0.00039091,10.6197
0.000391078,10.4139
0.000391211,10.1969
0.000391501,9.6493
0.000391595,9.52534
0.000391658,9.49643
0.000391693,9.50802
0.000391749,9.5787
0.000391791,9.68098
0.000391833,9.83073
0.000391875,10.0309
0.000391918,10.282
0.000391974,10.6918
0.00039203,11.1741
0.000392201,12.811
0.000392255,13.263
0.000392312,13.6632
0.000392364,13.9289
